City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,Bathsheba,BB,2021-08-01 21:02:55,13.2167,-59.5167,82.87,70,4,11.32
281,Kalas,IN,2021-08-01 21:02:56,18.1667,74.8,75.52,74,100,15.86
282,Lufilufi,WS,2021-08-01 21:02:56,-13.8745,-171.5986,79.79,81,95,20.24
283,Belaya Glina,RU,2021-08-01 21:02:56,46.07,40.86,83.03,26,94,7.76
284,Longyearbyen,SJ,2021-08-01 21:02:57,78.2186,15.6401,46.24,66,75,17.27
285,Bubaque,GW,2021-08-01 21:02:57,11.2833,-15.8333,79.38,82,84,19.6
286,Athabasca,CA,2021-08-01 20:59:37,54.7169,-113.2854,79.21,17,81,1.92
287,Sakaiminato,JP,2021-08-01 21:02:58,35.55,133.2333,80.01,74,100,6.98
288,Sao Filipe,CV,2021-08-01 21:02:58,14.8961,-24.4956,76.03,76,11,8.03
289,Mehamn,NO,2021-08-01 21:02:18,71.0357,27.8492,49.91,97,100,19.04
290,Iglesias,IT,2021-08-01 21:02:59,39.3114,8.535,72.75,79,89,5.08
291,Pansemal,IN,2021-08-01 21:02:59,21.65,74.7,76.41,88,100,14.85
292,Emerald,AU,2021-08-01 21:02:59,-23.5333,148.1667,64.98,56,0,6.15
293,Majholi,IN,2021-08-01 21:03:00,23.5,79.9167,72.61,91,100,16.49
294,Grand-Santi,GF,2021-08-01 21:03:00,4.25,-54.3833,76.8,92,100,2.04
295,Oksfjord,NO,2021-08-01 21:03:01,70.2396,22.3479,48.27,86,94,3.62
296,Yar-Sale,RU,2021-08-01 21:03:01,66.8333,70.8333,54.54,96,100,17.54
297,Ambilobe,MG,2021-08-01 21:03:01,-13.2,49.05,68.32,81,6,4.29
298,Vila Franca Do Campo,PT,2021-08-01 21:00:34,37.7167,-25.4333,72.01,96,83,8.63
299,Olinda,BR,2021-08-01 21:03:02,-8.0089,-34.8553,75.72,76,2,18.45
300,Gamba,GA,2021-08-01 21:03:03,-2.65,10.0,74.21,83,100,7.81
301,Saint-Pierre,RE,2021-08-01 21:01:49,-21.3393,55.4781,67.64,67,0,8.05
302,Seremban,MY,2021-08-01 21:03:03,2.7297,101.9381,78.94,88,72,0.94
303,Manaure,CO,2021-08-01 21:03:04,11.7751,-72.4445,92.28,47,7,19.57
304,Nome,US,2021-08-01 20:58:30,64.5011,-165.4064,51.87,87,90,10.36
305,Ulladulla,AU,2021-08-01 21:03:04,-35.35,150.4667,44.1,89,1,4.45
306,Zyryanka,RU,2021-08-01 21:03:05,65.75,150.85,44.37,65,26,13.02
307,Sibolga,ID,2021-08-01 21:03:05,1.7427,98.7792,74.59,88,100,2.35
308,Coaldale,CA,2021-08-01 21:03:06,49.7167,-112.6185,99.61,25,53,14.7
309,Ciudad Bolivar,VE,2021-08-01 21:03:06,8.1222,-63.5497,83.64,70,25,8.41
310,Bichura,RU,2021-08-01 21:03:06,50.5881,107.6022,60.8,77,100,3.06
311,Rawson,AR,2021-08-01 21:03:07,-43.3002,-65.1023,61.25,32,34,10.51
312,Prince Rupert,CA,2021-08-01 21:03:07,54.3161,-130.3201,65.79,78,86,6.22
313,Mangrol,IN,2021-08-01 21:03:07,21.1167,70.1167,81.1,84,100,21.41
314,Noumea,NC,2021-08-01 21:03:08,-22.2763,166.4572,68.0,99,72,7.36
315,Cockburn Town,TC,2021-08-01 20:59:43,21.4612,-71.1419,85.96,70,40,12.66
316,Les Escoumins,CA,2021-08-01 21:03:08,48.1111,-69.0236,65.28,49,45,14.92
317,Weligama,LK,2021-08-01 21:03:09,5.9667,80.4167,78.46,86,100,9.82
318,Kibala,TD,2021-08-01 21:03:09,9.1104,18.3463,71.82,96,100,2.59
319,Barcelos,PT,2021-08-01 21:03:09,41.5388,-8.6151,65.91,96,100,3.71
320,Birzai,LT,2021-08-01 21:03:10,56.2,24.75,62.38,82,100,6.2
321,Gao,ML,2021-08-01 21:03:10,16.6362,1.637,92.84,39,47,9.33
322,Dubna,RU,2021-08-01 21:03:10,56.7333,37.1667,61.77,95,75,4.85
323,Laguna,US,2021-08-01 20:59:00,38.421,-121.4238,105.64,34,1,1.01
324,Rocha,UY,2021-08-01 21:01:08,-34.4833,-54.3333,47.44,92,3,4.61
325,Norman Wells,CA,2021-08-01 21:00:51,65.282,-126.8329,91.06,22,0,1.68
326,La Libertad,EC,2021-08-01 21:03:11,-2.2333,-80.9,71.8,80,39,11.9
327,Yishui,CN,2021-08-01 21:03:11,35.7847,118.6281,71.42,92,27,5.55
328,Tungor,RU,2021-08-01 21:03:12,53.3808,142.9564,54.75,78,64,6.71
329,Linxi,CN,2021-08-01 21:03:12,39.7,118.4333,68.32,89,5,7.34
330,Vengerovo,RU,2021-08-01 21:03:12,55.6848,76.7471,60.33,80,93,6.49
331,Quelimane,MZ,2021-08-01 21:03:13,-17.8786,36.8883,66.15,82,0,0.0
332,Vila,PT,2021-08-01 21:03:13,42.0304,-8.1588,56.75,92,100,1.14
333,Lata,PT,2021-08-01 21:03:13,40.1629,-8.3327,67.05,98,99,2.33
334,Ostersund,SE,2021-08-01 21:03:14,63.1792,14.6357,50.61,76,75,9.22
335,Umm Lajj,SA,2021-08-01 20:59:39,25.0213,37.2685,87.87,51,5,3.91
336,Yumen,CN,2021-08-01 20:59:20,40.2833,97.2,67.59,44,95,7.85
337,Deputatskiy,RU,2021-08-01 21:01:12,69.3,139.9,41.36,76,6,4.72
338,Akhtubinsk,RU,2021-08-01 21:03:15,48.2795,46.1722,82.87,33,5,4.72
339,Waddan,LY,2021-08-01 21:03:15,29.1614,16.139,89.08,19,0,15.19
340,Changli,CN,2021-08-01 21:03:15,39.7042,119.1506,68.47,90,16,5.77
341,Hay River,CA,2021-08-01 21:02:19,60.8156,-115.7999,80.02,38,26,6.49
342,Trairi,BR,2021-08-01 21:00:48,-3.2778,-39.2689,79.29,73,99,11.61
343,Sompeta,IN,2021-08-01 21:03:16,18.9333,84.6,82.74,72,100,5.12
344,Trento,IT,2021-08-01 21:02:04,46.0679,11.1211,65.95,94,68,1.01
345,Novyy Yegorlyk,RU,2021-08-01 21:03:16,46.3927,41.8716,80.35,29,2,6.33
346,Gilbues,BR,2021-08-01 21:03:17,-9.8317,-45.3439,82.24,30,65,7.16
347,Grindavik,IS,2021-08-01 21:03:17,63.8424,-22.4338,54.55,93,75,6.91
348,Luderitz,NA,2021-08-01 21:03:17,-26.6481,15.1594,66.31,37,0,7.78
349,Bilibino,RU,2021-08-01 21:00:34,68.0546,166.4372,41.07,57,73,5.84
350,Sao Francisco De Assis,BR,2021-08-01 21:03:18,-29.5503,-55.1311,57.69,71,0,4.68
351,Ghatanji,IN,2021-08-01 21:03:18,20.1333,78.3167,76.95,80,100,15.01
352,Voi,KE,2021-08-01 21:03:19,-3.3945,38.563,66.51,84,63,10.36
353,Maceio,BR,2021-08-01 20:59:23,-9.6658,-35.7353,76.44,78,75,11.5
354,Genc,TR,2021-08-01 21:03:19,38.7507,40.5603,71.87,55,13,7.31
355,Salinopolis,BR,2021-08-01 21:00:34,-0.6136,-47.3561,79.21,81,66,9.64
356,Rondonopolis,BR,2021-08-01 21:03:20,-16.4708,-54.6356,87.93,17,1,1.7
357,Kuytun,RU,2021-08-01 21:03:20,54.3419,101.5036,55.29,95,100,11.36
358,Ardesen,TR,2021-08-01 21:03:20,41.1911,40.9875,76.96,84,49,3.0
359,Matagami,CA,2021-08-01 21:03:21,49.7502,-77.6328,62.67,51,98,11.5
360,Koutsouras,GR,2021-08-01 21:03:21,35.0339,25.9469,84.74,47,0,13.89
361,Kavaratti,IN,2021-08-01 21:03:22,10.5669,72.642,82.04,77,70,15.75
362,Passos,BR,2021-08-01 20:59:30,-20.7189,-46.6097,67.37,43,4,4.23
363,Korla,CN,2021-08-01 21:03:22,41.7597,86.1469,76.06,17,100,6.64
364,Bara,NG,2021-08-01 21:03:22,10.3744,10.7288,73.45,94,100,3.38
365,Derzhavinsk,KZ,2021-08-01 21:03:23,51.1,66.3167,75.9,48,71,6.38
366,Maragogi,BR,2021-08-01 21:03:23,-9.0122,-35.2225,73.6,80,11,15.79
367,Ayagoz,KZ,2021-08-01 21:03:23,47.9714,80.4392,63.93,38,0,4.23
368,Hasaki,JP,2021-08-01 21:03:24,35.7333,140.8333,77.29,88,12,5.82
369,Yangmei,CN,2021-08-01 21:03:24,24.1023,112.5618,74.44,89,96,0.81
370,Severo-Yeniseyskiy,RU,2021-08-01 21:03:24,60.3725,93.0408,55.33,76,100,3.4
371,Osakarovka,KZ,2021-08-01 21:03:25,50.565,72.5692,70.11,55,17,6.71
372,Andenes,NO,2021-08-01 21:03:26,69.3143,16.1194,46.38,87,90,12.66
373,Ruteng,ID,2021-08-01 21:03:26,-8.6136,120.4721,61.63,96,69,3.6
374,Ixtapa,MX,2021-08-01 21:00:59,20.7,-105.2,89.22,75,7,8.01
375,Willowmore,ZA,2021-08-01 21:03:26,-33.2926,23.4895,49.53,74,16,7.23
376,Garoua,CM,2021-08-01 21:03:27,9.3,13.4,76.08,81,98,4.92
377,Altay,CN,2021-08-01 21:02:16,47.8667,88.1167,58.21,55,33,3.71
378,Ekhabi,RU,2021-08-01 21:03:27,53.5102,142.9671,54.5,77,66,6.02
379,Nadvoitsy,RU,2021-08-01 21:03:28,63.8667,34.3167,59.85,87,100,7.81
380,Dolinsk,RU,2021-08-01 21:03:28,47.35,142.8,60.66,85,99,4.83
381,Quatre Cocos,MU,2021-08-01 21:01:47,-20.2078,57.7625,68.09,71,49,16.37
382,Hambantota,LK,2021-08-01 21:03:28,6.1241,81.1185,79.32,83,100,16.51
383,Benjamin Constant,BR,2021-08-01 21:03:29,-4.3831,-70.0311,84.25,58,40,3.44
384,Erenhot,CN,2021-08-01 21:03:29,43.6475,111.9767,64.92,55,5,7.58
385,Pathein,MM,2021-08-01 21:03:29,16.7833,94.7333,77.2,91,100,7.49
386,Gaoua,BF,2021-08-01 21:02:17,10.2992,-3.2508,74.41,82,17,4.85
387,Nago,JP,2021-08-01 21:03:30,26.5881,127.9761,82.47,90,100,11.97
388,Vaitape,PF,2021-08-01 21:03:30,-16.5167,-151.75,77.4,70,40,15.08
389,Oriximina,BR,2021-08-01 21:03:31,-1.7656,-55.8661,85.73,59,62,1.9
390,Carpentras,FR,2021-08-01 21:03:31,44.0833,5.1667,68.52,74,100,7.61
391,Pochutla,MX,2021-08-01 21:03:31,15.7432,-96.4661,88.65,65,58,5.26
392,Gat,IL,2021-08-01 21:03:32,31.61,34.7642,85.41,55,0,3.78
393,Port Moresby,PG,2021-08-01 21:03:32,-9.4431,147.1797,71.67,78,31,9.64
394,Pyshchug,RU,2021-08-01 21:03:32,58.8873,45.7134,59.77,96,100,3.78
395,Ahipara,NZ,2021-08-01 21:03:33,-35.1667,173.1667,56.77,81,64,10.02
396,Callaway,US,2021-08-01 21:03:33,30.153,-85.5699,90.95,68,20,4.0
397,Mount Gambier,AU,2021-08-01 20:59:02,-37.8333,140.7667,42.71,93,5,11.5
398,Guangyuan,CN,2021-08-01 21:03:34,32.442,105.823,75.96,96,0,0.67
399,Paita,PE,2021-08-01 21:03:34,-5.0892,-81.1144,69.49,73,0,18.81
400,Praia,CV,2021-08-01 21:02:07,14.9215,-23.5087,77.54,69,75,9.22
401,Sundargarh,IN,2021-08-01 21:03:35,22.1167,84.0333,75.81,88,99,5.1
402,Omboue,GA,2021-08-01 21:03:35,-1.5746,9.2618,75.2,82,99,9.86
403,Buckeye,US,2021-08-01 21:00:00,33.3703,-112.5838,106.12,27,100,9.22
404,Petropavl,KZ,2021-08-01 21:03:35,54.8753,69.1628,64.81,92,2,8.19
405,Necochea,AR,2021-08-01 21:02:08,-38.5473,-58.7368,52.03,68,3,6.76
406,Belyy Yar,RU,2021-08-01 21:03:36,53.6039,91.3903,55.29,94,0,2.24
407,Zhuhai,CN,2021-08-01 20:58:57,22.2769,113.5678,85.05,94,40,4.61
408,Coquimbo,CL,2021-08-01 20:58:42,-29.9533,-71.3436,60.53,72,0,11.5
409,Kununurra,AU,2021-08-01 21:03:37,-15.7667,128.7333,66.18,88,11,0.0
410,Kholm,RU,2021-08-01 21:03:37,59.2667,32.85,58.8,82,9,5.64
411,Aklavik,CA,2021-08-01 21:03:37,68.2191,-135.0107,80.96,34,100,21.61
412,Touros,BR,2021-08-01 21:03:38,-5.1989,-35.4608,77.76,73,5,19.48
413,Taunggyi,MM,2021-08-01 21:03:38,20.7833,97.0333,62.76,97,100,3.74
414,Sobolevo,RU,2021-08-01 21:03:38,54.4299,31.8996,65.73,73,100,4.74
415,El Dorado,US,2021-08-01 21:03:39,38.7666,-120.5177,97.92,18,0,1.01
416,Chapais,CA,2021-08-01 21:03:39,49.7834,-74.8492,58.35,58,97,9.06
417,Shinuhayr,AM,2021-08-01 21:03:39,39.4367,46.3179,61.61,87,100,2.28
418,Ranong,TH,2021-08-01 21:03:40,9.9658,98.6348,79.79,87,100,14.34
419,Crystal Beach,CA,2021-08-01 21:03:40,42.8699,-79.0583,72.99,70,92,1.99
420,Sola,VU,2021-08-01 21:03:40,-13.8833,167.55,75.29,62,99,9.98
421,Sirohi,IN,2021-08-01 21:03:41,24.8833,72.8667,76.51,89,100,12.95
422,Sohag,EG,2021-08-01 21:03:41,26.557,31.6948,92.79,17,46,6.31
423,Flinders,AU,2021-08-01 21:03:42,-34.5833,150.8552,46.2,86,3,1.01
424,Sao Raimundo Nonato,BR,2021-08-01 21:03:42,-9.0153,-42.6994,79.02,41,72,9.95
425,Vardo,NO,2021-08-01 21:00:43,70.3705,31.1107,55.15,93,75,14.97
426,Merauke,ID,2021-08-01 21:03:43,-8.4667,140.3333,72.9,85,9,12.5
427,Zlobin,HR,2021-08-01 21:03:43,45.2924,14.6541,71.38,65,20,3.44
428,Goba,ET,2021-08-01 21:03:43,7.0167,39.9833,52.34,94,100,2.39
429,Rottingdean,GB,2021-08-01 21:03:44,50.8098,-0.0594,62.82,92,68,1.99
430,Poplar Bluff,US,2021-08-01 21:03:44,36.757,-90.3929,84.09,58,1,1.01
431,Narasannapeta,IN,2021-08-01 21:03:45,18.4167,84.05,81.37,71,100,5.44
432,Leme,BR,2021-08-01 21:03:45,-22.1856,-47.3903,61.65,46,28,6.35
433,Neryungri,RU,2021-08-01 21:03:46,56.6709,124.6491,50.97,99,100,2.17
434,Mananara,MG,2021-08-01 21:03:46,-16.1667,49.7667,66.85,93,93,4.25
435,Sao Joao Da Barra,BR,2021-08-01 21:01:58,-21.6403,-41.0511,66.36,66,89,8.37
436,Sabha,LY,2021-08-01 20:59:16,27.0377,14.4283,91.06,11,0,6.46
437,Tautira,PF,2021-08-01 21:03:46,-17.7333,-149.15,82.42,63,52,8.61
438,Paamiut,GL,2021-08-01 21:03:47,61.994,-49.6678,47.8,90,100,7.34
439,Oktyabrskoye,RU,2021-08-01 21:03:47,43.0645,44.7417,64.54,93,70,4.47
440,Tambovka,RU,2021-08-01 21:03:48,50.0969,128.0489,55.51,93,100,5.5
441,San Policarpo,PH,2021-08-01 21:03:48,12.1791,125.5072,82.76,76,97,10.13
442,Klaksvik,FO,2021-08-01 21:03:48,62.2266,-6.589,49.12,83,50,9.46
443,Manta,EC,2021-08-01 21:03:49,-0.95,-80.7333,77.09,72,3,16.87
444,Pringsewu,ID,2021-08-01 21:03:49,-5.3582,104.9744,72.34,98,34,1.88
445,Lagos,NG,2021-08-01 20:59:27,6.5833,3.75,79.12,89,76,4.5
446,Reims,FR,2021-08-01 21:03:50,49.1667,4.0833,64.18,68,90,2.3
447,Tilichiki,RU,2021-08-01 20:59:18,60.4667,166.1,52.56,63,100,5.84
448,Borba,BR,2021-08-01 21:03:51,-4.3878,-59.5939,91.65,36,42,1.43
449,Cabadiangan,PH,2021-08-01 21:03:51,9.7531,122.4739,79.21,90,99,8.16
450,Hofn,IS,2021-08-01 21:03:52,64.2539,-15.2082,54.09,93,98,3.76
451,Lahij,YE,2021-08-01 21:03:52,13.1667,44.5833,86.76,50,67,1.61
452,Solwezi,ZM,2021-08-01 21:03:52,-12.1688,26.3894,60.6,49,36,3.27
453,Leshukonskoye,RU,2021-08-01 21:03:53,64.8989,45.7622,53.13,95,14,2.37
454,Brasilia,BR,2021-08-01 21:01:43,-15.7797,-47.9297,71.62,55,3,6.71
455,Chicama,PE,2021-08-01 20:59:41,-7.8447,-79.1469,64.94,65,3,10.2
456,Haines Junction,CA,2021-08-01 21:03:54,60.7522,-137.5108,80.02,29,27,5.73
457,Grand Gaube,MU,2021-08-01 21:03:54,-20.0064,57.6608,68.38,82,16,5.99
458,Rakaia,NZ,2021-08-01 21:03:54,-43.75,172.0167,50.72,92,99,10.65
459,Yulara,AU,2021-08-01 21:01:53,-25.2406,130.9889,49.93,35,0,9.1
460,Petropavlovsk-Kamchatskiy,RU,2021-08-01 21:02:47,53.0452,158.6483,54.19,88,40,6.71
461,Vilyuysk,RU,2021-08-01 21:03:55,63.7553,121.6247,63.46,69,94,4.59
462,Kuminskiy,RU,2021-08-01 21:03:55,58.6667,66.5667,58.1,97,12,5.73
463,Huaicheng,CN,2021-08-01 21:03:56,23.9051,112.1931,77.77,95,82,1.3
464,Morehead,US,2021-08-01 21:03:56,37.2711,-87.1764,84.83,59,75,3.0
465,Zhangye,CN,2021-08-01 21:03:56,38.9342,100.4517,73.33,40,100,15.93
466,Saint-Georges,GD,2021-08-01 20:59:02,12.0564,-61.7485,85.68,79,20,17.27
467,Greymouth,NZ,2021-08-01 21:03:57,-42.4667,171.2,51.24,90,86,1.14
468,Kudinovo,RU,2021-08-01 21:03:57,54.9994,36.2533,66.25,92,86,3.96
469,Okahandja,NA,2021-08-01 21:03:58,-21.9833,16.9167,60.84,28,0,8.84
470,Buchanan,LR,2021-08-01 21:03:58,5.8808,-10.0467,76.96,80,73,8.25
471,Cabedelo,BR,2021-08-01 21:03:59,-6.9811,-34.8339,76.24,75,4,20.4
472,Manuk Mangkaw,PH,2021-08-01 21:03:59,4.8,119.85,84.42,72,94,12.01
473,Dunda,TZ,2021-08-01 21:03:59,-8.1167,34.25,64.13,53,82,2.44
474,Iraray,PH,2021-08-01 21:04:00,8.9936,118.0511,78.71,82,88,5.19
475,Henties Bay,NA,2021-08-01 21:04:00,-22.116,14.2845,67.14,43,0,9.57
476,Umm Kaddadah,SD,2021-08-01 21:04:00,13.6017,26.6876,83.43,56,14,21.65
477,Shaowu,CN,2021-08-01 21:04:01,27.3409,117.4831,74.95,96,53,1.41
478,Tavares,US,2021-08-01 21:03:02,28.8042,-81.7256,93.34,74,20,9.22
479,Jumla,NP,2021-08-01 21:01:17,29.2747,82.1838,64.38,93,99,1.01
480,Wloclawek,PL,2021-08-01 21:04:01,52.6482,19.0678,61.41,94,100,7.14
481,Kemijarvi,FI,2021-08-01 21:04:02,66.7131,27.4306,55.22,95,100,2.3
482,Iqaluit,CA,2021-08-01 21:00:14,63.7506,-68.5145,52.7,81,100,3.0
483,Itaituba,BR,2021-08-01 21:04:02,-4.2761,-55.9836,88.21,49,100,1.41
484,Dauriya,RU,2021-08-01 21:04:03,49.9333,116.8667,54.01,76,12,5.03
485,Palmares Do Sul,BR,2021-08-01 21:04:03,-30.2578,-50.5097,57.51,79,99,4.79
486,Aquiraz,BR,2021-08-01 21:04:04,-3.9014,-38.3911,80.69,81,100,8.61
487,Ponta Delgada,PT,2021-08-01 21:04:04,37.7333,-25.6667,72.32,94,75,16.11
488,Northam,GB,2021-08-01 21:04:04,51.0333,-4.2167,58.62,85,11,7.72
489,Zamosc,PL,2021-08-01 21:04:05,50.7231,23.252,66.04,95,100,1.45
490,Mahibadhoo,MV,2021-08-01 21:04:05,3.7833,72.9667,81.97,75,99,8.86
491,Bhattiprolu,IN,2021-08-01 21:04:06,16.1,80.7833,87.17,50,99,11.88
492,Nynashamn,SE,2021-08-01 21:04:06,58.9034,17.9479,63.82,64,73,10.94
493,Olavarria,AR,2021-08-01 21:00:09,-36.8927,-60.3225,47.52,56,60,4.65
494,Ballina,AU,2021-08-01 21:04:06,-28.8667,153.5667,61.79,84,51,12.77
495,Auki,SB,2021-08-01 21:04:07,-8.7676,160.7034,77.85,82,95,8.79
496,Margate,GB,2021-08-01 21:01:49,51.3813,1.3862,60.69,84,99,3.0
497,Baley,RU,2021-08-01 21:04:07,51.6,116.6333,49.41,95,63,4.23
498,Puerto Del Rosario,ES,2021-08-01 21:04:08,28.5004,-13.8627,71.35,73,20,20.71
499,Dori,BF,2021-08-01 21:04:08,14.0354,-0.0345,86.14,51,9,14.65
500,Zhigansk,RU,2021-08-01 21:02:11,66.7697,123.3711,62.87,68,57,12.55
501,Churapcha,RU,2021-08-01 21:04:09,62.0025,132.4325,62.06,41,18,7.65
502,Kargil,IN,2021-08-01 21:04:09,34.5667,76.1,57.27,57,1,6.73
503,Baindur,IN,2021-08-01 21:04:09,13.8667,74.6333,77.95,87,88,9.91
504,Buala,SB,2021-08-01 21:04:10,-8.145,159.5921,78.51,86,99,6.64
505,Salalah,OM,2021-08-01 21:00:19,17.0151,54.0924,75.65,91,100,5.7
506,Puerto Madryn,AR,2021-08-01 21:04:10,-42.7692,-65.0385,62.24,34,30,12.01
507,Phon,TH,2021-08-01 21:04:11,15.816,102.5998,81.97,76,100,15.01
508,Manggar,ID,2021-08-01 21:04:11,-2.8833,108.2667,80.56,74,68,9.55
509,Maniwaki,CA,2021-08-01 21:04:11,46.3834,-75.966,62.04,79,100,2.42
510,Beitbridge,ZW,2021-08-01 21:04:12,-22.2167,30.0,62.89,40,0,4.56
511,Trapani,IT,2021-08-01 21:04:12,37.8333,12.6667,86.92,55,18,1.95
512,Sao Felix Do Xingu,BR,2021-08-01 21:00:36,-6.6447,-51.995,90.09,30,100,4.21
513,San Andres,CO,2021-08-01 21:00:09,12.5847,-81.7006,82.26,81,60,19.04
514,Komsomolskiy,UZ,2021-08-01 21:04:13,40.4272,71.7189,84.18,26,100,5.93
515,Mantua,IT,2021-08-01 21:04:13,45.1667,10.7833,70.72,88,10,1.99
516,Addis Abeba,ET,2021-08-01 21:01:11,9.025,38.7469,55.0,93,97,1.97
517,Bernau,DE,2021-08-01 21:04:14,52.6798,13.5871,63.68,82,33,5.3
518,Pokhvistnevo,RU,2021-08-01 21:04:14,53.6524,52.1274,69.62,50,60,1.32
519,Alekseyevsk,RU,2021-08-01 21:04:15,57.8406,108.3492,54.14,67,100,4.52
520,Chimbote,PE,2021-08-01 21:04:15,-9.0853,-78.5783,67.55,75,7,11.27
521,Karlstad,SE,2021-08-01 21:04:16,59.3793,13.5036,55.96,100,75,2.3
522,Estacion Coahuila,MX,2021-08-01 21:04:16,32.1939,-115.0017,107.62,14,0,3.94
523,Lakatoro,VU,2021-08-01 21:04:16,-16.0999,167.4164,71.96,61,46,7.45
524,Moron,AR,2021-08-01 21:01:27,-34.6534,-58.6198,59.02,60,0,2.48
525,Novyy Nekouz,RU,2021-08-01 21:04:17,57.9029,38.07,60.6,96,87,5.99
526,Tamandare,BR,2021-08-01 21:04:17,-8.7597,-35.1047,74.05,80,1,15.43
527,Ust-Maya,RU,2021-08-01 21:04:18,60.4167,134.5333,59.59,71,100,3.22
528,Sao Geraldo Do Araguaia,BR,2021-08-01 21:04:18,-6.4006,-48.555,92.12,26,67,5.73
529,Muroto,JP,2021-08-01 21:04:18,33.2833,134.15,80.55,80,77,4.47
530,Ensley,US,2021-08-01 21:04:19,30.5188,-87.2728,97.09,68,75,1.99
531,Ormara,PK,2021-08-01 21:02:10,25.2088,64.6357,81.45,85,97,16.22
532,Port Hardy,CA,2021-08-01 21:04:19,50.6996,-127.4199,65.17,71,4,9.8
533,Cootamundra,AU,2021-08-01 21:04:19,-34.65,148.0333,33.94,92,0,4.34
534,Canby,US,2021-08-01 20:59:34,45.2629,-122.6926,92.77,41,28,5.68
535,Keffi,NG,2021-08-01 21:04:20,8.8486,7.8736,70.81,97,100,3.71
536,Hirtshals,DK,2021-08-01 21:04:20,57.5881,9.9592,57.02,86,29,14.65
537,Barranca,PE,2021-08-01 21:03:05,-10.75,-77.7667,66.36,74,12,10.4
538,Lixourion,GR,2021-08-01 21:04:21,38.2019,20.4314,83.41,48,0,1.61
539,Banda Aceh,ID,2021-08-01 21:04:21,5.5577,95.3222,79.86,73,99,16.13
540,Tazovskiy,RU,2021-08-01 21:04:22,67.4667,78.7,52.83,72,100,9.35
541,Gumdag,TM,2021-08-01 21:04:22,39.2061,54.5906,89.2,13,99,5.35
542,Jasper,US,2021-08-01 21:04:22,37.2001,-94.3502,85.01,66,20,3.0
543,Catuday,PH,2021-08-01 21:00:37,16.2923,119.8062,80.82,84,100,21.65
544,Denizli,TR,2021-08-01 21:04:23,37.8402,29.0698,88.65,25,0,4.88
545,Port Augusta,AU,2021-08-01 21:04:23,-32.5,137.7667,42.71,55,0,11.77
546,Santa Cruz De La Palma,ES,2021-08-01 21:04:24,28.6835,-17.7642,73.54,64,20,17.27
547,Pierre,US,2021-08-01 21:04:24,44.3683,-100.351,91.99,29,1,1.01
548,Hirara,JP,2021-08-01 21:04:24,24.8,125.2833,81.12,85,100,8.66
549,Pinega,RU,2021-08-01 21:04:25,64.7001,43.3936,57.11,92,52,3.74
550,Ayacucho,PE,2021-08-01 21:04:25,-13.1583,-74.2239,71.46,26,40,11.5
551,Great Yarmouth,GB,2021-08-01 21:02:08,52.6083,1.7305,59.25,79,10,9.08
552,Hovd,MN,2021-08-01 21:04:26,48.0056,91.6419,54.28,65,4,1.77
553,Kuito,AO,2021-08-01 21:04:26,-12.3833,16.9333,58.06,33,3,1.59
554,Haifa,IL,2021-08-01 21:04:26,32.8156,34.9892,76.21,88,0,3.67
555,Kangalassy,RU,2021-08-01 21:04:27,62.3464,129.9628,58.93,49,67,4.38
556,Saint Anthony,US,2021-08-01 21:04:27,45.0205,-93.218,80.49,38,90,3.0
557,Dandeli,IN,2021-08-01 21:04:27,15.2667,74.6167,71.35,92,92,7.76
558,Kencong,ID,2021-08-01 21:04:28,-8.2833,113.3667,72.86,90,28,1.92
559,Gobo,JP,2021-08-01 21:04:28,33.8833,135.15,78.94,85,43,6.87
